Nr,Rent_Namn,Målvakt,Nationalitet,Alias,Född,Avled,Klubb,Tid,Mat,Mål,Anteckningar
7416,"AMUNEKE, KEVIN",Nej,NIG,,1986-10-05,,IFK NORRKÖPING,2008,27,6,
7525,"AMUNEKE, KINGSLEY",Nej,NIG,,1980-07-26,,LANDSKRONA BoIS,2005,11,0,
9598,"ANABA, MICHAEL",Nej,GHA,,1993-12-05,,ATHLETIC FC ESKILSTU,2019,9,0,
6754,"ANCHÉN, JORGE",Nej,URU,,1980-08-17,,AIK,2008,15,3,
1098,"ANDERBERG, FRANS",Nej,SWE,ZISKA,1893-07-30,1972-06-24,IFK UDDEVALLA,1926-1927,30,0,
1671,"ANDERBERG, GUNNAR",Nej,SWE,,1918-03-11,2006-06-07,LANDSKRONA BoIS,1938-1945,27,7,
1671,"ANDERBERG, GUNNAR",Nej,SWE,,1918-03-11,2006-06-07,HELSINGBORGS IF,1940-1943,80,10,
2331,"ANDERBERG, JOHN",Nej,SWE,JONNE,1923-02-25,2012-04-08,HELSINGBORGS IF,1941-1944,18,15,
2331,"ANDERBERG, JOHN",Nej,SWE,JONNE,1923-02-25,2012-04-08,AIK,1942,14,3,
2331,"ANDERBERG, JOHN",Nej,SWE,JONNE,1923-02-25,2012-04-08,LANDSKRONA BoIS,1945-1949,31,8,
3050,"ANDERBERG, LENNART",Nej,SWE,,1929-07-13,2022-08-12,RÅÅ IF,1952,3,0,"FR DROTT, SEN IFK M"
8070,"ANDERBERG, MARKUS",Nej,SWE,,1988-08-04,,ÖRGRYTE IS,2009,19,1,
2391,"ANDERINI, IVAR",Nej,SWE,KINGE,1919-02-23,2008-11-10,IK SLEIPNER,1941,11,0,
6704,"ANDERSEN, BO",Ja,DAN,,1976-03-26,,DJURGÅRDENS IF,1999,11,0,
9205,"ANDERSEN, JEPPE",Nej,DAN,,1992-12-06,,HAMMARBY IF,2017-2022,148,6,
6511,"ANDERSEN, STÅLE",Nej,NOR,,1970-03-07,,ÖRGRYTE IS,1997-1998,38,2,
6225,"ANDERSEN, SÖREN",Nej,DAN,,1970-01-31,,IFK NORRKÖPING,1995,10,4,
5879,"ANDERSEN, VETLE",Nej,NOR,,1964-04-20,,HALMSTADS BK,1991-1993,42,3,
4382,"ANDERSÉN, BENGT",Nej,SWE,,1951-03-15,,IF ELFSBORG,1973-1979,154,1,
3018,"ANDERSÉN, KARL",Nej,SWE,DYKARN,1922-05-17,2012-12-10,GAIS,1951,3,0,
4383,"ANDERSÉN, KRISTER",Nej,SWE,,1954-09-22,,IF ELFSBORG,1977-1983,172,4,
8189,"ANDERSÉN, NIKLAS",Nej,SWE,,1992-08-05,,IFK GÖTEBORG,2010,1,0,
8189,"ANDERSÉN, NIKLAS",Nej,SWE,,1992-08-05,,BK HÄCKEN,2016,1,0,
8862,"ANDERSSON, ADAM",Nej,SWE,,1996-11-11,,BK HÄCKEN,2015-2020,106,5,
3714,"ANDERSSON, AGNE",Nej,SWE,,1939-02-13,,DEGERFORS IF,1962-1965,42,0,
1099,"ANDERSSON, ALBERT",Nej,SWE,BANJO,1895-12-18,1948-06-01,ÖRGRYTE IS,1925,3,0,
5187,"ANDERSSON, ALF",Nej,SWE,,1957-12-07,,MJÄLLBY AIF,1980-1985,29,1,
1672,"ANDERSSON, ALLAN",Nej,SWE,KNALL,1911-06-23,1966-01-07,HELSINGBORGS IF,1931-1935,38,12,
2360,"ANDERSSON, ALLAN",Nej,SWE,BRUFELDT,1927-02-25,1997-11-08,IFK GÖTEBORG,1946-1949,44,6,"FR HISINGSTADS IS, NORRBY"
2395,"ANDERSSON, ALVAR",Nej,SWE,ÖSTERBERG,1920-05-25,2013-12-12,ÖREBRO SK,1947,6,1,
1653,"ANDERSSON, ALVAR",Ja,SWE,,1912-12-08,1995-12-18,IFK ESKILSTUNA,1935-1936,12,0,
0361,"ANDERSSON, ANDERS",Nej,SWE,,1974-03-15,,MALMÖ FF,1991-2008,183,19,
1666,"ANDERSSON, ANDERS",Nej,SWE,BERNMAR,1917-09-30,2001-08-25,IFK GÖTEBORG,1938,1,0,
5222,"ANDERSSON, ANDERS",Ja,SWE,MÅSEN,1962-07-13,,TRELLEBORGS FF,1985-1994,25,0,
6097,"ANDERSSON, ANDREAS",Nej,SWE,,1974-04-10,,DEGERFORS IF,1994-1995,40,16,
6097,"ANDERSSON, ANDREAS",Nej,SWE,,1974-04-10,,IFK GÖTEBORG,1996-1997,39,32,
6097,"ANDERSSON, ANDREAS",Nej,SWE,,1974-04-10,,AIK,1999-2003,76,23,
7665,"ANDERSSON, ANDREAS",Ja,SWE,,1991-02-22,,GEFLE IF,2016,22,0,
7665,"ANDERSSON, ANDREAS",Ja,SWE,,1991-02-22,,ÖSTERSUNDS FK,2017-2018,19,0,
7665,"ANDERSSON, ANDREAS",Ja,SWE,,1991-02-22,,GIF SUNDSVALL,2022,14,0,
7985,"ANDERSSON, ANTON",Nej,SWE,,1987-09-15,,GIF SUNDSVALL,2008,5,0,
2333,"ANDERSSON, ARNE",Nej,SWE,LILLEN,1921-03-13,2003-02-23,IF ELFSBORG,1943,1,1,
2333,"ANDERSSON, ARNE",Nej,SWE,LILLEN,1921-03-13,2003-02-23,AIK,1944-1947,45,12,
2368,"ANDERSSON, ARNE",Nej,SWE,,1923-10-11,2006-08-21,HALMSTADS BK,1943,1,0,
2317,"ANDERSSON, ARNE",Nej,SWE,SMAJLING,1912-11-03,1974-08-11,IK SLEIPNER,1935,2,2,FR IFK NORRK
3044,"ANDERSSON, ARNE",Nej,SWE,BANANEN,1929-01-23,2013-05-30,IFK MALMÖ,1957-1958,40,15,
7835,"ANDERSSON, ARNE",Nej,SWE,,1917-09-13,1978-03-09,GÅRDA BK,1940-1942,23,4,BROR BERTIL JOMPA
1646,"ANDERSSON, ARNOLD",Nej,SWE,TAGNER,1912-02-29,2012-03-10,DEGERFORS IF,1939,14,1,
2358,"ANDERSSON, ARNOLD",Ja,SWE,JANA,1916-02-29,1970-04-09,IFK GÖTEBORG,1943,8,0,FR TROLLH
1006,"ANDERSSON, AXEL",Nej,SWE,RIBBA,1901-11-15,1974-06-07,IFK ESKILSTUNA,1925-1934,158,7,FR GUIF 1920
1100,"ANDERSSON, AXEL",Ja,SWE,,1901-04-23,1975-04-21,LANDSKRONA BoIS,1926-1929,73,0,
1684,"ANDERSSON, BENGT",Nej,SWE,MÖRNA,1916-11-09,1947-02-26,SANDVIKENS IF,1937-1943,4,0,
3039,"ANDERSSON, BENGT",Nej,SWE,LILLEN,1940-10-20,2024-03-29,MALMÖ FF,1959-1960,3,1,WORMO
3322,"ANDERSSON, BENGT",Nej,SWE,,1925-01-30,2011-07-30,IS HALMIA,1947,2,0,"SEN ALET, VARBERG"
5317,"ANDERSSON, BENGT",Ja,SWE,,1966-08-11,,IK BRAGE,1987-1990,53,0,
5317,"ANDERSSON, BENGT",Ja,SWE,,1966-08-11,,ÖRGRYTE IS,1993-2009,88,3,
5317,"ANDERSSON, BENGT",Ja,SWE,,1966-08-11,,IFK GÖTEBORG,1998-2007,246,0,
2227,"ANDERSSON, BERNDT",Nej,SWE,FRÖLICH,1912-07-31,1986-07-22,ÖRGRYTE IS,1931-1932,13,0,1932 TILL KARLSKOGA IF
3008,"ANDERSSON, BERNT",Nej,SWE,-HUGO SUMP-HUGO,1933-09-05,2020-01-06,DJURGÅRDENS IF,1953-1965,91,19,
1002,"ANDERSSON, BERTIL",Nej,SWE,BEBBE,1905-03-07,1985-11-19,DJURGÅRDENS IF,1928-1937,14,0,
1101,"ANDERSSON, BERTIL",Nej,SWE,JEPPE ADRIN,1905-09-04,1956-01-04,DJURGÅRDENS IF,1928,7,8,
1101,"ANDERSSON, BERTIL",Nej,SWE,JEPPE ADRIN,1905-09-04,1956-01-04,HALLSTAHAMMARS SK,1932,22,11,
1494,"ANDERSSON, BERTIL",Nej,SWE,LILL-ANDERS ASKDAL,1908-01-22,1976-08-01,AIK,1929,5,0,"FR HAGALUND,ANKAN"""""
1673,"ANDERSSON, BERTIL",Nej,SWE,,1913-12-05,2004-04-02,HELSINGBORGS IF,1935,2,1,FR STATTENA IF
1681,"ANDERSSON, BERTIL",Nej,SWE,MÅET,1910-07-04,1975-11-00,IFK NORRKÖPING,1930-1937,46,4,110521AIS
1692,"ANDERSSON, BERTIL",Nej,SWE,,1909-11-14,1996-01-15,ÖRGRYTE IS,1934-1940,131,8,FR IF KVILLE
2365,"ANDERSSON, BERTIL",Nej,SWE,SMEN,1928-01-02,2008-01-05,IS HALMIA,1949-1950,27,2,
2365,"ANDERSSON, BERTIL",Nej,SWE,SMEN,1928-01-02,2008-01-05,HALMSTADS BK,1948,22,3,
3015,"ANDERSSON, BERTIL",Nej,SWE,JOMPA,1929-12-16,2009-06-08,GAIS,1951-1959,118,39,ISH I GAIS
3739,"ANDERSSON, BERTIL",Nej,SWE,,1946-01-19,,ÅTVIDABERGS FF,1968-1969,33,1,
4362,"ANDERSSON, BERTIL",Nej,SWE,DODO GRENVI,1948-12-23,,HELSINGBORGS IF,1968,6,0,FR IF BÖLJAN
4391,"ANDERSSON, BERTIL",Nej,SWE,BERRA,1948-04-14,2023-11-18,HALMSTADS BK,1974-1979,101,3,RATSIT 1122
1128,"ANDERSSON, BIRGER",Nej,SWE,DJURGÅRN,1895-05-05,1976-06-01,IK SLEIPNER,1925,1,1,
3043,"ANDERSSON, BIRGER",Nej,SWE,,1928-08-14,2011-10-22,IFK MALMÖ,1957-1959,11,3,SEN SJÖBO 59
4429,"ANDERSSON, BJÖRN",Nej,SWE,,1951-07-20,,ÖSTERS IF,1970-1979,141,2,
5240,"ANDERSSON, BJÖRN",Nej,SWE,,1958-04-24,,ÅTVIDABERGS FF,1980-1982,41,3,
5290,"ANDERSSON, BJÖRN",Nej,SWE,,1965-03-25,,AIK,1988,1,0,
7919,"ANDERSSON, BJÖRN",Nej,SWE,,1982-02-13,,GAIS,2008-2010,58,8,
4388,"ANDERSSON, BO",Nej,SWE,,1955-08-31,2020-02-25,IFK GÖTEBORG,1977,13,0,"FR IFK SKÖVDE, SEN NORRBY"
5002,"ANDERSSON, BO",Nej,SWE,,1955-03-01,,IFK SUNDSVALL,1979-1981,69,11,
5179,"ANDERSSON, BO",Nej,SWE,,1954-01-23,,MJÄLLBY AIF,1980-1985,67,14,
5666,"ANDERSSON, BO",Nej,SWE,,1968-08-26,,AIK,1990-1991,40,8,
5666,"ANDERSSON, BO",Nej,SWE,,1968-08-26,,DJURGÅRDENS IF,1995-1996,42,15,
1655,"ANDERSSON, BREIT",Ja,SWE,,1916-08-30,2002-05-16,IFK ESKILSTUNA,1936,1,0,2-12!
2341,"ANDERSSON, BROR",Nej,SWE,,1920-10-09,1978-03-22,HALMSTADS BK,1945-1946,19,0,FR MARIEDAL
2341,"ANDERSSON, BROR",Nej,SWE,,1920-10-09,1978-03-22,IF ELFSBORG,1947-1949,5,0,
4421,"ANDERSSON, BÖRJE",Nej,SWE,,1950-04-07,,IFK SUNDSVALL,1976,11,0,
1129,"ANDERSSON, CARL II",Nej,SWE,KALLE POTIS,1900-09-22,1981-01-08,DJURGÅRDENS IF,1928,18,0,
1130,"ANDERSSON, CARL-ANTON",Nej,SWE,,1896-01-17,1991-10-06,VÄSTERÅS IK,1925,8,4,
8825,"ANDERSSON, CARL-OSKAR",Nej,SWE,OSSEN KORENADO,1992-04-02,,FALKENBERGS FF,2014,13,2,MOR ANNIKA
1103,"ANDERSSON, CHARLES",Nej,SWE,,1904-03-12,1979-01-26,IFK MALMÖ,1925-1930,48,0,
4371,"ANDERSSON, CHRISTER",Nej,SWE,,1947-05-21,,AIK,1974-1976,53,4,
4416,"ANDERSSON, CHRISTER",Nej,SWE,,1953-07-13,,IK SIRIUS,1974,3,0,
4426,"ANDERSSON, CHRISTER",Nej,SWE,,1951-07-31,,ÖREBRO SK,1973-1975,7,0,
6860,"ANDERSSON, CHRISTIAN",Nej,SWE,,1978-06-17,,TRELLEBORGS FF,2000-2001,41,6,
6383,"ANDERSSON, CHRISTOFFER",Nej,SWE,,1978-10-22,,HELSINGBORGS IF,1997-2016,350,41,
6383,"ANDERSSON, CHRISTOFFER",Nej,SWE,,1978-10-22,,HALMSTADS BK,2015,27,2,
1131,"ANDERSSON, CLAES",Nej,SWE,,1903-03-10,1982-07-03,STATTENA IF,1928-1930,32,0,ÄVEN KLAS
4406,"ANDERSSON, CONNY",Nej,SWE,,1945-04-08,,MALMÖ FF,1971-1976,89,31,SM 71.74.75
6081,"ANDERSSON, DANIEL",Nej,SWE,,1977-08-28,,MALMÖ FF,1995-2013,292,30,
6626,"ANDERSSON, DANIEL",Ja,SWE,,1972-12-18,,TRELLEBORGS FF,1998-2000,54,0,
6626,"ANDERSSON, DANIEL",Ja,SWE,,1972-12-18,,AIK,2000-2002,52,0,
6626,"ANDERSSON, DANIEL",Ja,SWE,,1972-12-18,,HELSINGBORGS IF,2004-2015,132,0,
1104,"ANDERSSON, DAVID",Ja,SWE,KIMPAN,1898-07-30,1970-02-22,IK CITY,1926,10,0,
4351,"ANDERSSON, DICK",Nej,SWE,,1943-11-13,1979-03-14,IFK GÖTEBORG,1962-1965,18,2,SEN VFRÖL
5190,"ANDERSSON, DICK",Nej,SWE,LAVIN LAVERGREN,1953-06-23,,MJÄLLBY AIF,1980,2,0,
4376,"ANDERSSON, DON",Nej,SWE,DUNDER,1950-06-04,,BRYNÄS IF,1974,19,9,
4376,"ANDERSSON, DON",Nej,SWE,DUNDER,1950-06-04,,IFK SUNDSVALL,1976-1979,73,17,
6863,"ANDERSSON, DOUGLAS",Nej,SWE,HEDETOFT,1979-03-19,,TRELLEBORGS FF,2000-2001,10,0,
1105,"ANDERSSON, EINAR",Nej,SWE,PIANO,1910-03-19,1985-11-06,STATTENA IF,1928,1,0,30 AIS
8505,"ANDERSSON, ELIAS",Nej,SWE,,1996-01-31,,HELSINGBORGS IF,2013-2014,13,1,
8505,"ANDERSSON, ELIAS",Nej,SWE,,1996-01-31,,IK SIRIUS,2017-2020,69,8,
8505,"ANDERSSON, ELIAS",Nej,SWE,,1996-01-31,,DJURGÅRDENS IF,2021-2023,43,2,
8505,"ANDERSSON, ELIAS",Nej,SWE,,1996-01-31,,MJÄLLBY AIF,2021,16,1,
1651,"ANDERSSON, ELIS",Nej,SWE,BLURON,1913-09-14,1968-07-16,IFK ESKILSTUNA,1933-1936,23,6,FR VERDANDI
1106,"ANDERSSON, ERIC",Nej,SWE,,1898-07-17,1954-04-18,IFK MALMÖ,1925-1926,15,8,
1107,"ANDERSSON, ERIC",Nej,SWE,KIRRE,1902-02-23,1974-08-24,HELSINGBORGS IF,1929,1,0,BR HJALMAR
1153,"ANDERSSON, ERIC",Nej,SWE,,1906-04-21,1993-11-01,LANDSKRONA BoIS,1927,1,0,
1011,"ANDERSSON, ERIK",Nej,SWE,MARKUS,1905-06-14,1995-07-18,IK SLEIPNER,1926-1935,172,0,
1108,"ANDERSSON, ERIK",Nej,SWE,RÖ-ERIK,1898-01-01,1974-06-19,IFK GÖTEBORG,1925-1931,125,1,
2229,"ANDERSSON, ERIK",Nej,SWE,,1905-05-19,1991-02-02,GAIS,1931,1,0,FR MAJORNA
2364,"ANDERSSON, ERIK",Nej,SWE,LANDERYD,1924-04-16,1997-03-07,IS HALMIA,1946-1950,101,28,
6253,"ANDERSSON, ERIK",Nej,SWE,ROSTRÖM,1974-09-28,,ÖSTERS IF,1995,1,0,
8564,"ANDERSSON, ERIK",Nej,SWE,,1997-05-03,,TRELLEBORGS FF,2018,19,2,
8564,"ANDERSSON, ERIK",Nej,SWE,,1997-05-03,,GIF SUNDSVALL,2022,24,2,
1675,"ANDERSSON, ERIK",Ja,SWE,FJÖSARN,1914-03-14,1996-12-24,LANDSKRONA BoIS,1935-1942,137,0,
2228,"ANDERSSON, ERIK",Ja,SWE,SLAMPEN,1908-09-01,1959-02-19,IFK MALMÖ,1930-1932,3,0,FR MFF 1930
1008,"ANDERSSON, ERNST",Nej,SWE,,1909-03-26,1989-10-09,IFK GÖTEBORG,1929-1943,277,3,
1109,"ANDERSSON, ERNST",Nej,SWE,,1895-04-30,1957-11-05,VÄSTERÅS IK,1925,2,0,
2355,"ANDERSSON, EVALD",Nej,SWE,,1913-03-08,1991-01-29,GÅRDA BK,1940,1,0,
1014,"ANDERSSON, FOLKE",Nej,SWE,BÖRJE,1903-11-24,1981-09-29,IK SLEIPNER,1925-1933,145,3,
2230,"ANDERSSON, FOLKE",Nej,SWE,HELLSTEN,1907-09-27,1991-10-24,IF ELFSBORG,1931-1932,12,2,
2345,"ANDERSSON, FOLKE",Nej,SWE,,1922-05-23,1981-01-10,GAIS,1947,4,1,
2378,"ANDERSSON, FRED",Nej,SWE,,1918-12-03,2012-06-01,JÖNKÖPINGS SÖDRA IF,1946-1951,26,9,
5693,"ANDERSSON, FREDRIK",Nej,SWE,FIDDE,1971-02-18,,HALMSTADS BK,1990-2001,245,13,
9055,"ANDERSSON, FREDRIK",Ja,SWE,,1988-10-25,,MALMÖ FF,2016-2018,10,0,
9055,"ANDERSSON, FREDRIK",Ja,SWE,,1988-10-25,,VARBERGS BOIS,2022-2023,35,0,
2376,"ANDERSSON, GERHARD",Nej,SWE,LUMA,1927-12-28,1996-01-03,HELSINGBORGS IF,1947-1964,228,4,BILLESHOLM GIF 1960
3041,"ANDERSSON, GERT",Nej,SWE,KULA,1923-06-29,2011-05-07,IFK MALMÖ,1953-1957,22,1,
1110,"ANDERSSON, GILLIS",Nej,SWE,GILLÅS,1895-02-20,1973-10-11,IFK GÖTEBORG,1925,4,0,
1648,"ANDERSSON, GILLIS",Nej,SWE,,1912-07-04,1988-07-13,IF ELFSBORG,1934-1943,184,67,
1111,"ANDERSSON, GUNNAR",Nej,SWE,,1907-06-18,1993-04-03,STATTENA IF,1928-1930,17,0,
1112,"ANDERSSON, GUNNAR",Nej,SWE,,1902-04-04,1985-09-28,IFK ESKILSTUNA,1928,1,0,
1645,"ANDERSSON, GUNNAR",Nej,SWE,GUMMI,1918-06-03,1991-07-29,DEGERFORS IF,1939-1947,127,1,
1685,"ANDERSSON, GUNNAR",Nej,SWE,,1914-10-06,2009-10-14,SANDVIKENS IF,1935-1941,15,3,EJ 191111 FR ÖRTA
2343,"ANDERSSON, GUNNAR",Nej,SWE,,1920-05-29,1994-11-13,GAIS,1943,2,1,"FR GODHEMS BK, MAJORNA"
2384,"ANDERSSON, GUNNAR",Nej,SWE,KARMANSBO,1916-01-14,2005-01-23,LUDVIKA FFI,1945,22,4,
3023,"ANDERSSON, GUNNAR",Nej,SWE,SÄFFLE,1928-08-14,1969-10-01,IFK GÖTEBORG,1950,2,0,SEN FRA MEDB
1658,"ANDERSSON, GUSTAF",Nej,SWE,GAISARN,1912-02-16,1989-12-29,GAIS,1934-1943,62,13,
6636,"ANDERSSON, GUSTAF",Nej,SWE,,1974-12-06,,VÄSTRA FRÖLUNDA IF,1998-1999,48,10,
6636,"ANDERSSON, GUSTAF",Nej,SWE,,1974-12-06,,IFK GÖTEBORG,2000-2002,65,24,
6636,"ANDERSSON, GUSTAF",Nej,SWE,,1974-12-06,,HELSINGBORGS IF,2002-2006,96,24,
6744,"ANDERSSON, GUSTAF",Nej,SWE,CRONA,1979-11-06,,ÖREBRO SK,1999-2004,107,7,
6744,"ANDERSSON, GUSTAF",Nej,SWE,CRONA,1979-11-06,,LANDSKRONA BoIS,2005,20,1,
2322,"ANDERSSON, GÖSTA",Nej,SWE,"LÖKEN""LÅDEKA",1907-03-18,1990-01-20,IFK GÖTEBORG,1930-1936,118,45,MARIEHOLM
1113,"ANDERSSON, GÖSTA",Nej,SWE,BANAN,1904-09-29,1977-06-21,IFK NORRKÖPING,1925-1929,102,7,DEN ÄLDRE
1682,"ANDERSSON, GÖSTA",Nej,SWE,MATT-ANDERSSON,1913-01-02,1986-07-26,IK SLEIPNER,1933,4,1,EJ BANAN
1682,"ANDERSSON, GÖSTA",Nej,SWE,MATT-ANDERSSON,1913-01-02,1986-07-26,IFK NORRKÖPING,1936-1937,9,2,
1694,"ANDERSSON, GÖSTA",Nej,SWE,,1912-02-09,2004-10-16,ÖRGRYTE IS,1934,3,1,FR HAGA VIA LANDALA 34
1652,"ANDERSSON, GÖSTA",Nej,SWE,GUSTAF PYSEN,1914-06-10,1970-10-05,IFK ESKILSTUNA,1933-1943,52,16,
1003,"ANDERSSON, GÖSTA",Nej,SWE,GUSTAV GREVEN,1906-01-01,1975-03-14,DJURGÅRDENS IF,1928-1937,11,0,
2392,"ANDERSSON, GÖTE",Ja,SWE,,1919-02-12,1999-04-23,IK SLEIPNER,1940,1,0,
3719,"ANDERSSON, HANS",Nej,SWE,,1945-02-07,2014-04-07,DJURGÅRDENS IF,1965,3,0,
1114,"ANDERSSON, HANS",Ja,SWE,HÅSA,1899-07-14,1979-06-10,LANDSKRONA BoIS,1925-1926,26,0,
1647,"ANDERSSON, HARRY",Nej,SWE,,1912-03-20,1959-03-18,SANDVIKENS IF,1936,1,0,
1647,"ANDERSSON, HARRY",Nej,SWE,,1912-03-20,1959-03-18,DJURGÅRDENS IF,1937,1,0,
1669,"ANDERSSON, HARRY",Nej,SWE,PATLY,1912-12-21,1989-01-24,IS HALMIA,1933-1945,45,9,
1687,"ANDERSSON, HARRY",Nej,SWE,CUBA,1913-03-07,1996-06-06,IK SLEIPNER,1935-1941,136,74,
3016,"ANDERSSON, HEGARDT",Nej,SWE,,1932-01-10,1988-03-15,GAIS,1953,8,0,FÄSSBERG
1116,"ANDERSSON, HELGE",Nej,SWE,LILLE-PELLE,1899-06-15,1973-04-12,IFK GÖTEBORG,1925,2,0,FR LUNDBY IF
2231,"ANDERSSON, HELGE",Nej,SWE,,,,IFK MALMÖ,1932,4,0,
1117,"ANDERSSON, HELGE I",Nej,SWE,SNOPPARN,1897-06-25,1976-02-05,HAMMARBY IF,1925,1,0,
1115,"ANDERSSON, HELGE II",Nej,SWE,FIMPEN,1904-01-04,1971-09-13,HAMMARBY IF,1925,22,0,
9076,"ANDERSSON, HELMER",Nej,SWE,,2001-09-08,,ÖREBRO SK,2019,5,0,
4971,"ANDERSSON, HENRIK",Nej,SWE,,1956-04-06,,HAMMARBY IF,1979,2,0,
5639,"ANDERSSON, HENRIK",Nej,SWE,,1971-03-25,,ÖRGRYTE IS,1989-1990,21,0,
6241,"ANDERSSON, HENRIK",Nej,SWE,BLIXT,1976-03-27,,ÖREBRO SK,1995-1996,9,0,
6469,"ANDERSSON, HENRIK",Nej,SWE,LYBERG,1975-09-11,,PANOS LJUNGSKILE SK,1997,19,0,
7282,"ANDERSSON, HENRIK",Nej,SWE,,1982-05-09,,ENKÖPINGS SK,2003,14,0,
3010,"ANDERSSON, HENRY",Nej,SWE,,1930-11-26,,IF ELFSBORG,1951-1952,7,1,
1656,"ANDERSSON, HENRY II",Nej,SWE,TVÅAN,1915-05-28,2005-12-19,GAIS,1936-1938,51,2,
1656,"ANDERSSON, HENRY II",Nej,SWE,TVÅAN,1915-05-28,2005-12-19,HAMMARBY IF,1940,19,0,
1656,"ANDERSSON, HENRY II",Nej,SWE,TVÅAN,1915-05-28,2005-12-19,REYMERSHOLMS IK,1942,9,0,
2356,"ANDERSSON, HENRY",Ja,SWE,TIPPEN,1924-10-28,2009-12-22,IFK GÖTEBORG,1945-1962,245,0,
1118,"ANDERSSON, HILMER",Nej,SWE,NALLE,1904-05-16,1966-11-14,STATTENA IF,1928-1930,37,0,
1119,"ANDERSSON, HJALMAR",Nej,SWE,SNÄRTEN,1904-01-16,1962-06-28,IFK UDDEVALLA,1926,2,0,
1120,"ANDERSSON, HJALMAR",Nej,SWE,JULLE,1896-01-31,1978-11-14,HELSINGBORGS IF,1925-1928,32,1,
1121,"ANDERSSON, HOLGER",Nej,SWE,SANDVIKARN,1905-09-03,1958-02-23,IK SLEIPNER,1926-1929,39,8,
1122,"ANDERSSON, HUGO",Nej,SWE,FYRAN,1903-11-06,1984-07-07,LANDSKRONA BoIS,1925-1931,7,2,
1680,"ANDERSSON, HUGO",Nej,SWE,,1911-03-30,1979-08-21,MALMÖ FF,1933,15,7,YSTADS IF
8566,"ANDERSSON, HUGO",Nej,SWE,,1999-01-01,,MALMÖ FF,2018,4,1,SFF 2015 12PLK
1123,"ANDERSSON, HUGO",Ja,SWE,,1905-06-12,1987-02-06,IK SLEIPNER,1925,1,0,
4380,"ANDERSSON, HÅKAN",Nej,SWE,,1953-06-14,,IF ELFSBORG,1975-1976,6,1,
3036,"ANDERSSON, INGEMAR",Nej,SWE,,1931-08-05,2016-12-28,HELSINGBORGS IF,1958-1959,2,0,
2337,"ANDERSSON, INGVAR",Nej,SWE,,1924-07-07,2001-01-04,AIK,1944,1,0,FR IFK BOFORS
2366,"ANDERSSON, INGVAR",Nej,SWE,,1920-06-20,1979-02-04,IS HALMIA,1946,4,0,
4390,"ANDERSSON, INGVAR",Nej,SWE,,1949-11-17,,HALMSTADS BK,1972-1975,65,7,
1676,"ANDERSSON, IVAN",Nej,SWE,,1908-08-21,1991-06-03,LANDSKRONA BoIS,1932-1933,3,1,
1124,"ANDERSSON, IVAR",Nej,SWE,ARTORP,1905-08-18,1945-10-29,IFK MALMÖ,1925,1,0,
1125,"ANDERSSON, IVAR",Nej,SWE,"PACKAN""ISSA",1903-01-10,1983-04-01,DJURGÅRDENS IF,1928,17,0,"FR TRANEBERG, I DIF 23-31"
9857,"ANDERSSON, JAKOB",Nej,SWE,,2002-07-29,,DEGERFORS IF,2021,1,0,
5679,"ANDERSSON, JAN",Nej,SWE,,1965-05-07,,DJURGÅRDENS IF,1990-1992,38,4,
5679,"ANDERSSON, JAN",Nej,SWE,,1965-05-07,,AIK,1993-1994,30,0,
5255,"ANDERSSON, JAN-GUNNE",Nej,SWE,RUDDEN,1962-03-17,,ÖRGRYTE IS,1982,1,0,
4366,"ANDERSSON, JAN-INGE",Nej,SWE,,1937-01-23,2021-03-13,MALMÖ FF,1960,8,0,
6312,"ANDERSSON, JIMMY",Nej,SWE,,1976-09-21,,DEGERFORS IF,1996-1997,26,0,
8568,"ANDERSSON, JOEL",Nej,SWE,,1996-11-11,,BK HÄCKEN,2015-2018,84,2,
6215,"ANDERSSON, JOHAN",Nej,SWE,,1974-10-30,,DJURGÅRDENS IF,1995-1996,42,3,
6215,"ANDERSSON, JOHAN",Nej,SWE,,1974-10-30,,HAMMARBY IF,1998-2004,118,11,
6215,"ANDERSSON, JOHAN",Nej,SWE,,1974-10-30,,GIF SUNDSVALL,2004-2005,27,0,
6735,"ANDERSSON, JOHAN",Nej,SWE,,1973-12-15,,TRELLEBORGS FF,1999-2001,41,4,"MKL IFK LAMMHULT, SEN JSÖ"
6903,"ANDERSSON, JOHAN",Nej,SWE,,1983-08-22,,LANDSKRONA BoIS,2002-2005,76,8,
6903,"ANDERSSON, JOHAN",Nej,SWE,,1983-08-22,,MALMÖ FF,2007,5,0,
8552,"ANDERSSON, JOHAN",Nej,SWE,,1995-05-07,,ÖSTERS IF,2013,5,0,
8863,"ANDERSSON, JOHAN",Nej,SWE,,1995-06-15,,IK SIRIUS,2017,19,2,
8863,"ANDERSSON, JOHAN",Nej,SWE,,1995-06-15,,DJURGÅRDENS IF,2018-2019,2,0,
1127,"ANDERSSON, JOHN",Nej,SWE,MAKARN,1902-05-29,1974-05-14,IFK GÖTEBORG,1928,5,0,FR LANDALA
1678,"ANDERSSON, JOHN",Nej,SWE,,1915-07-19,1990-10-03,MALMÖ FF,1937-1940,43,11,
1126,"ANDERSSON, JOHN",Nej,SWE,JOHAN,1902-03-22,1931-08-15,STATTENA IF,1928,21,0,EPILEPTIKER
3042,"ANDERSSON, JOHNNY",Nej,SWE,,1927-06-14,2009-05-24,IFK MALMÖ,1953,4,0,
